season,week,celebrity_name,judge_rank,audience_share_rank,final_rank,pred_eliminated,survival_prob
17,3,Bill Engvall,6.0,9.0,8.0,0,0.9051115024620642
17,3,Jack Osbourne,9.0,7.0,9.0,0,0.90067208332741
17,3,Valerie Harper,10.0,10.0,10.0,0,0.7113307926837196
17,3,Bill Nye,10.0,11.0,11.0,1,0.6811666958887783
17,4,Amber Riley,1.0,4.0,1.0,0,1.0
17,4,Corbin Bleu,1.0,4.0,1.0,0,1.0
17,4,Elizabeth Berkley Lauren,1.0,4.0,1.0,0,1.0
17,4,Christina Milian,4.0,1.0,4.0,0,0.9762637182240362
17,4,Leah Remini,4.0,2.0,5.0,0,0.976052974463629
17,4,"Nicole ""Snooki"" Polizzi",4.0,3.0,6.0,0,0.949793189118991
17,4,Jack Osbourne,4.0,8.0,7.0,0,0.9084570262438395
17,4,Brant Daugherty,8.0,7.0,8.0,0,0.8600682393754282
17,4,Bill Engvall,8.0,9.0,9.0,0,0.8077580144869619
17,4,Valerie Harper,10.0,10.0,10.0,1,0.669408785275203
17,5,Christina Milian,1.0,1.0,1.0,0,1.0
17,5,Corbin Bleu,1.0,2.0,2.0,0,0.9887954245405175
17,5,Elizabeth Berkley Lauren,6.0,3.0,3.0,0,0.9455497447615535
17,5,Amber Riley,6.0,4.0,4.0,0,0.9444442392566468
17,5,"Nicole ""Snooki"" Polizzi",3.0,5.0,5.0,0,0.9403131373434672
17,5,Brant Daugherty,3.0,7.0,6.0,0,0.9067094718443817
17,5,Jack Osbourne,3.0,8.0,7.0,0,0.890156449546839
17,5,Leah Remini,9.0,6.0,8.0,0,0.8287756811733391
17,5,Bill Engvall,8.0,9.0,9.0,1,0.7444213854135222
17,6,Amber Riley,1.0,2.0,1.0,0,0.9931107779702029
17,6,Elizabeth Berkley Lauren,2.0,4.0,2.0,0,0.9714391246888028
17,6,"Nicole ""Snooki"" Polizzi",4.0,3.0,3.0,0,0.9493029919093237
17,6,Corbin Bleu,6.0,1.0,4.0,0,0.9365217418141707
17,6,Brant Daugherty,3.0,5.0,5.0,0,0.930188872549813
17,6,Leah Remini,5.0,6.0,6.0,0,0.855908594182466
17,6,Jack Osbourne,7.0,7.0,7.0,0,0.8197317730672207
17,6,Bill Engvall,8.0,8.0,8.0,0,0.6774093396965384
17,7,Corbin Bleu,1.0,1.0,1.0,0,0.9554034591631726
17,7,Amber Riley,1.0,3.0,2.0,0,0.9164387772283288
17,7,"Nicole ""Snooki"" Polizzi",5.0,2.0,3.0,0,0.8841125217876579
17,7,Elizabeth Berkley Lauren,5.0,4.0,4.0,0,0.8667103067675395
17,7,Brant Daugherty,3.0,5.0,5.0,0,0.8650790476585453
17,7,Jack Osbourne,3.0,6.0,6.0,0,0.8311342478553233
17,7,Leah Remini,7.0,7.0,7.0,0,0.7758411705021651
17,7,Bill Engvall,8.0,8.0,8.0,1,0.6251549499581324
17,8,Corbin Bleu,1.0,1.0,1.0,0,0.9253487564619535
17,8,Amber Riley,3.0,2.0,2.0,0,0.8866694434654463
17,8,Jack Osbourne,1.0,6.0,3.0,0,0.8294687493227915
17,8,Brant Daugherty,5.0,4.0,4.0,0,0.8125040565117901
17,8,Leah Remini,3.0,5.0,5.0,0,0.8107664474447969
17,8,Elizabeth Berkley Lauren,6.0,3.0,6.0,0,0.79484392461096
17,8,Bill Engvall,7.0,7.0,7.0,1,0.5481728082980439
17,9,Corbin Bleu,1.0,1.0,1.0,0,0.9301272487528113
17,9,Elizabeth Berkley Lauren,2.0,2.0,2.0,0,0.842293077185515
17,9,Amber Riley,5.0,3.0,3.0,0,0.7870794130817524
17,9,Jack Osbourne,3.0,4.0,4.0,0,0.7805875865724612
17,9,Leah Remini,3.0,5.0,5.0,0,0.7805687515470469
17,9,Bill Engvall,6.0,6.0,6.0,1,0.47655891834869024
17,10,Corbin Bleu,2.0,1.0,1.0,0,0.8616267702399203
17,10,Amber Riley,1.0,2.0,2.0,0,0.8141541717557808
17,10,Jack Osbourne,3.0,3.0,3.0,0,0.7410109364171619
17,10,Leah Remini,4.0,4.0,4.0,0,0.6603519846832208
17,10,Bill Engvall,5.0,5.0,5.0,1,0.4306098241433024
17,11,Corbin Bleu,2.0,1.0,1.0,0,0.39392309629250133
17,11,Amber Riley,1.0,2.0,4.0,1,0.35399479797863576
17,11,Jack Osbourne,3.0,3.0,4.0,1,0.2757954021420892
17,11,Bill Engvall,4.0,4.0,4.0,1,0.0
18,1,Charlie White,1.0,12.0,1.0,0,1.0
18,1,Candace Cameron Bure,2.0,8.0,1.0,0,1.0
18,1,Amy Purdy,3.0,5.0,1.0,0,1.0
18,1,Danica McKellar,3.0,5.0,1.0,0,1.0
18,1,Meryl Davis,3.0,5.0,1.0,0,1.0
18,1,Cody Simpson,6.0,1.0,6.0,0,0.9883052237968968
18,1,Drew Carey,7.0,2.0,7.0,0,0.9408190211525578
18,1,James Maslow,7.0,2.0,7.0,0,0.9408190211525578
18,1,NeNe Leakes,7.0,2.0,7.0,0,0.9408190211525578
18,1,Sean Avery,10.0,9.0,10.0,0,0.8717398542089834
18,1,Diana Nyad,11.0,11.0,11.0,0,0.8106994897225939
18,1,Billy Dee Williams,12.0,10.0,12.0,1,0.7572123180891764
18,2,Charlie White,1.0,5.0,1.0,0,1.0
18,2,James Maslow,1.0,5.0,1.0,0,1.0
18,2,Meryl Davis,1.0,5.0,1.0,0,1.0
18,2,Amy Purdy,4.0,2.0,4.0,0,0.9983620340733522
18,2,Danica McKellar,4.0,2.0,4.0,0,0.9983620340733522
18,2,Cody Simpson,6.0,4.0,6.0,0,0.9522529684122282
18,2,Candace Cameron Bure,7.0,1.0,7.0,0,0.9502976219205667
18,2,Drew Carey,7.0,8.0,8.0,0,0.9047667657678892
18,2,NeNe Leakes,7.0,8.0,8.0,0,0.9047667657678892
18,2,Sean Avery,7.0,10.0,11.0,1,0.8770235070653253
18,2,Billy Dee Williams,11.0,11.0,11.0,1,0.7057042485282977
18,3,Meryl Davis,1.0,4.0,1.0,0,1.0
18,3,James Maslow,2.0,1.0,2.0,0,0.9866161026490987
18,3,Amy Purdy,2.0,2.0,3.0,0,0.963118671975168
18,3,Danica McKellar,2.0,2.0,3.0,0,0.963118671975168
18,3,Charlie White,2.0,5.0,5.0,0,0.9437527380433586
18,3,Cody Simpson,6.0,6.0,6.0,0,0.9070342361139763
18,3,Candace Cameron Bure,7.0,7.0,7.0,0,0.8472287378621708
18,3,NeNe Leakes,8.0,9.0,8.0,0,0.8110499844355008
18,3,Drew Carey,9.0,8.0,9.0,0,0.8049635768921006
18,4,Meryl Davis,1.0,5.0,1.0,0,1.0
18,4,James Maslow,2.0,1.0,1.0,0,1.0
18,4,Charlie White,4.0,2.0,3.0,0,0.9671331786293553
18,4,Amy Purdy,3.0,3.0,4.0,0,0.9633426010835603
18,4,Danica McKellar,6.0,4.0,5.0,0,0.9280714098152478
18,4,Drew Carey,4.0,6.0,6.0,0,0.8888463473248251
18,4,Cody Simpson,8.0,7.0,7.0,0,0.851265025472035
18,4,NeNe Leakes,6.0,9.0,8.0,0,0.8381782063080837
18,4,Candace Cameron Bure,9.0,8.0,9.0,0,0.7845399374289975
18,5,James Maslow,1.0,5.0,1.0,0,1.0
18,5,Danica McKellar,2.0,1.0,2.0,0,0.9984696851675242
18,5,Charlie White,3.0,3.0,3.0,0,0.9708372049510839
18,5,Amy Purdy,3.0,4.0,4.0,0,0.9668007016092235
18,5,Meryl Davis,5.0,2.0,5.0,0,0.9594529095719355
18,5,NeNe Leakes,5.0,6.0,6.0,0,0.8677535494848196
18,5,Cody Simpson,8.0,7.0,7.0,0,0.8220377683824325
18,5,Candace Cameron Bure,7.0,9.0,8.0,0,0.796205918926928
18,5,Drew Carey,9.0,8.0,9.0,1,0.730586296497471
18,6,Meryl Davis,1.0,3.0,1.0,0,0.9583924500700273
18,6,Amy Purdy,2.0,2.0,2.0,0,0.9469829164970698
18,6,James Maslow,5.0,1.0,3.0,0,0.9242284513868764
18,6,Danica McKellar,3.0,4.0,4.0,0,0.8941653050146642
18,6,Charlie White,3.0,5.0,5.0,0,0.8897115547083357
18,6,NeNe Leakes,6.0,6.0,6.0,0,0.8032551543292301
18,6,Drew Carey,7.0,7.0,7.0,0,0.7141808936006747
18,6,Candace Cameron Bure,7.0,8.0,8.0,1,0.6540980526323497
18,7,Meryl Davis,1.0,1.0,1.0,0,0.9210587539313835
18,7,Amy Purdy,2.0,3.0,2.0,0,0.8849957337275921
18,7,Charlie White,5.0,2.0,3.0,0,0.8676123501467892
18,7,Danica McKellar,4.0,4.0,4.0,0,0.8619886917122245
18,7,James Maslow,6.0,5.0,5.0,0,0.8351576155503373
18,7,NeNe Leakes,7.0,6.0,6.0,0,0.7174505075496935
18,7,Candace Cameron Bure,3.0,7.0,7.0,1,0.6914814996301153
18,8,Amy Purdy,1.0,4.0,1.0,0,0.862347357133885
18,8,Danica McKellar,3.0,2.0,2.0,0,0.8502905087619526
18,8,Charlie White,1.0,5.0,3.0,0,0.8443324313523337
18,8,Meryl Davis,4.0,1.0,4.0,0,0.8408027744564162
18,8,James Maslow,4.0,3.0,5.0,0,0.8277092821153289
18,8,Candace Cameron Bure,4.0,6.0,6.0,1,0.629870331556825
18,9,Amy Purdy,2.0,1.0,1.0,0,0.8567964230100383
18,9,Meryl Davis,1.0,2.0,2.0,0,0.848672840834728
18,9,Charlie White,3.0,3.0,3.0,0,0.8067166475330596
18,9,James Maslow,3.0,4.0,4.0,0,0.7994917843208025
18,9,Candace Cameron Bure,5.0,5.0,5.0,1,0.6004392213752434
18,10,Amy Purdy,2.0,1.0,1.0,0,0.3938729034396409
18,10,Meryl Davis,1.0,2.0,4.0,1,0.37854267430269617
18,10,James Maslow,3.0,3.0,4.0,1,0.3489985391855418
18,10,Candace Cameron Bure,4.0,4.0,4.0,1,0.06299456213715837
19,1,Alfonso Ribeiro,1.0,13.0,1.0,0,1.0
19,1,Sadie Robertson,2.0,11.0,1.0,0,1.0
19,1,Bethany Mota,3.0,6.0,1.0,0,1.0
19,1,Lea Thompson,3.0,6.0,1.0,0,1.0
19,1,Randy Couture,5.0,5.0,1.0,0,1.0
19,1,Jonathan Bennett,6.0,1.0,1.0,0,1.0
19,1,Janel Parrish,7.0,2.0,7.0,0,0.9805636848690362
19,1,Tavis Smiley,7.0,2.0,7.0,0,0.9805636848690362
19,1,Tommy Chong,9.0,4.0,9.0,0,0.9345830698914286
19,1,Antonio Sabato Jr.,10.0,8.0,10.0,0,0.8632688395463384
19,1,Michael Waltrip,10.0,8.0,10.0,0,0.8632688395463384
19,1,Lolo Jones,12.0,10.0,12.0,0,0.809950452509637
19,1,Betsey Johnson,13.0,12.0,13.0,1,0.7556871689442728
19,2,Lea Thompson,1.0,7.0,1.0,0,1.0
19,2,Janel Parrish,2.0,3.0,1.0,0,1.0
19,2,Alfonso Ribeiro,4.0,2.0,3.0,0,0.9934724391322274
19,2,Sadie Robertson,5.0,1.0,4.0,0,0.9884098857737293
19,2,Bethany Mota,3.0,5.0,5.0,0,0.9825586761727199
19,2,Antonio Sabato Jr.,5.0,4.0,6.0,0,0.9528439654584445
19,2,Jonathan Bennett,7.0,6.0,7.0,0,0.9344014491606074
19,2,Randy Couture,8.0,8.0,8.0,0,0.8889316040620341
19,2,Tavis Smiley,8.0,9.0,9.0,0,0.863786357813636
19,2,Betsey Johnson,8.0,10.0,10.0,0,0.8618213349528254
19,2,Tommy Chong,8.0,11.0,11.0,0,0.8592054345473946
19,2,Michael Waltrip,12.0,12.0,12.0,1,0.7099672493664373
19,3,Bethany Mota,1.0,9.0,1.0,0,1.0
19,3,Janel Parrish,1.0,9.0,1.0,0,1.0
19,3,Tommy Chong,3.0,2.0,1.0,0,1.0
19,3,Lea Thompson,7.0,1.0,4.0,0,0.9632480649379347
19,3,Alfonso Ribeiro,4.0,3.0,5.0,0,0.9562427346826085
19,3,Sadie Robertson,4.0,4.0,6.0,0,0.9375579669193002
19,3,Jonathan Bennett,4.0,5.0,7.0,0,0.9285749876424897
19,3,Antonio Sabato Jr.,8.0,6.0,8.0,0,0.8781401682293964
19,3,Betsey Johnson,8.0,7.0,9.0,0,0.8642158705738694
19,3,Randy Couture,11.0,8.0,10.0,0,0.8101530019971778
19,3,Michael Waltrip,10.0,11.0,11.0,1,0.6940092998349335
19,4,Alfonso Ribeiro,1.0,7.0,1.0,0,1.0
19,4,Lea Thompson,2.0,6.0,1.0,0,1.0
19,4,Janel Parrish,4.0,2.0,1.0,0,1.0
19,4,Sadie Robertson,3.0,3.0,4.0,0,0.9945534084199326
19,4,Bethany Mota,5.0,1.0,5.0,0,0.959861040878612
19,4,Antonio Sabato Jr.,6.0,4.0,6.0,0,0.8808338199506301
19,4,Betsey Johnson,6.0,5.0,7.0,0,0.8628089403714447
19,4,Tommy Chong,8.0,9.0,8.0,0,0.8218903218508452
19,4,Jonathan Bennett,10.0,8.0,9.0,0,0.7683639164664717
19,4,Michael Waltrip,9.0,10.0,10.0,1,0.6440691520845048
19,5,Lea Thompson,2.0,2.0,1.0,0,1.0
19,5,Sadie Robertson,1.0,5.0,2.0,0,0.9914214833955801
19,5,Janel Parrish,4.0,1.0,3.0,0,0.989850725793231
19,5,Alfonso Ribeiro,2.0,3.0,4.0,0,0.9846624796140448
19,5,Bethany Mota,5.0,6.0,5.0,0,0.9302802173137903
19,5,Antonio Sabato Jr.,6.0,4.0,6.0,0,0.8799153405764625
19,5,Jonathan Bennett,7.0,8.0,7.0,0,0.7527863608688534
19,5,Tommy Chong,8.0,7.0,8.0,0,0.7449634751086667
19,5,Michael Waltrip,9.0,9.0,9.0,0,0.5383513957311024
19,6,Alfonso Ribeiro,1.0,3.0,1.0,0,0.9942033614289639
19,6,Sadie Robertson,3.0,2.0,2.0,0,0.953597785600905
19,6,Janel Parrish,4.0,1.0,3.0,0,0.9504608871997433
19,6,Bethany Mota,2.0,4.0,4.0,0,0.9429968028828472
19,6,Lea Thompson,5.0,5.0,5.0,0,0.8854397859603
19,6,Jonathan Bennett,5.0,6.0,6.0,0,0.7964274181295372
19,6,Antonio Sabato Jr.,8.0,7.0,7.0,0,0.7411640703536772
19,6,Tommy Chong,8.0,8.0,8.0,0,0.7012184843193223
19,6,Michael Waltrip,7.0,9.0,9.0,1,0.593092564645552
19,7,Bethany Mota,1.0,2.0,1.0,0,0.9334620150665363
19,7,Lea Thompson,2.0,3.0,2.0,0,0.8983624189711005
19,7,Janel Parrish,4.0,1.0,3.0,0,0.8876466092017041
19,7,Alfonso Ribeiro,3.0,4.0,4.0,0,0.8674555841463965
19,7,Sadie Robertson,5.0,5.0,5.0,0,0.8259313396062963
19,7,Tommy Chong,6.0,7.0,6.0,0,0.6810068159831545
19,7,Antonio Sabato Jr.,7.0,6.0,7.0,0,0.6808835370352926
19,7,Michael Waltrip,8.0,8.0,8.0,1,0.46268357734014476
19,8,Janel Parrish,1.0,3.0,1.0,0,0.9543867599780098
19,8,Alfonso Ribeiro,2.0,2.0,2.0,0,0.9413620093583017
19,8,Bethany Mota,3.0,1.0,3.0,0,0.935958208050068
19,8,Sadie Robertson,4.0,5.0,4.0,0,0.8938353463051647
19,8,Lea Thompson,5.0,4.0,5.0,0,0.8262284492987998
19,8,Tommy Chong,6.0,6.0,6.0,0,0.6395541888272656
19,8,Michael Waltrip,7.0,7.0,7.0,1,0.41047414647648806
19,9,Janel Parrish,1.0,1.0,1.0,0,0.9161449762899108
19,9,Alfonso Ribeiro,1.0,3.0,2.0,0,0.8884622799193069
19,9,Bethany Mota,3.0,2.0,3.0,0,0.8793289802300293
19,9,Sadie Robertson,4.0,4.0,4.0,0,0.8480484966459075
19,9,Lea Thompson,5.0,5.0,5.0,0,0.8034520110832645
19,9,Tommy Chong,6.0,6.0,6.0,1,0.5642376272325655
19,10,Janel Parrish,1.0,1.0,1.0,0,0.8670688074897805
19,10,Bethany Mota,2.0,3.0,2.0,0,0.8148888754158747
19,10,Alfonso Ribeiro,3.0,2.0,3.0,0,0.8131668787473184
19,10,Sadie Robertson,4.0,4.0,4.0,0,0.7585416543011277
19,10,Tommy Chong,5.0,5.0,5.0,1,0.4985853009776856
19,11,Janel Parrish,3.0,1.0,1.0,0,0.3310973511891194
19,11,Alfonso Ribeiro,1.0,2.0,4.0,1,0.30270508410273467
19,11,Sadie Robertson,2.0,3.0,4.0,1,0.25285433888166586
19,11,Bethany Mota,4.0,4.0,4.0,1,0.24163562481818013
20,1,Rumer Willis,1.0,10.0,1.0,0,1.0
20,1,Riker Lynch,2.0,6.0,1.0,0,1.0
20,1,Nastia Liukin,3.0,4.0,1.0,0,1.0
20,1,Robert Herjavec,4.0,5.0,4.0,0,0.9555307428065288
20,1,Chris Soules,5.0,1.0,5.0,0,0.9434821686312097
20,1,Michael Sam,5.0,1.0,5.0,0,0.9434821686312097
20,1,Noah Galloway,5.0,1.0,5.0,0,0.9434821686312097
20,1,Patti LaBelle,8.0,7.0,8.0,0,0.8920146396054296
20,1,Suzanne Somers,8.0,7.0,8.0,0,0.8920146396054296
20,1,Willow Shields,8.0,7.0,8.0,0,0.8920146396054296
20,1,Charlotte McKinney,11.0,11.0,11.0,0,0.7877132649867138
20,1,Redfoo,11.0,11.0,11.0,0,0.7877132649867138
20,2,Nastia Liukin,1.0,11.0,1.0,0,1.0
20,2,Riker Lynch,2.0,3.0,1.0,0,1.0
20,2,Rumer Willis,2.0,3.0,1.0,0,1.0
20,2,Willow Shields,2.0,3.0,1.0,0,1.0
20,2,Redfoo,5.0,6.0,5.0,0,0.9798116874093346
20,2,Robert Herjavec,6.0,2.0,6.0,0,0.9537130735443494
20,2,Patti LaBelle,6.0,8.0,7.0,0,0.9244272165636302
20,2,Suzanne Somers,6.0,8.0,7.0,0,0.9244272165636302
20,2,Michael Sam,6.0,10.0,9.0,0,0.9187785873963269
20,2,Noah Galloway,10.0,7.0,10.0,0,0.9116221310952167
20,2,Chris Soules,12.0,1.0,11.0,0,0.8463520741732264
20,2,Charlotte McKinney,11.0,12.0,12.0,1,0.7775872977421833
20,3,Nastia Liukin,1.0,3.0,1.0,0,1.0
20,3,Riker Lynch,1.0,3.0,1.0,0,1.0
20,3,Rumer Willis,3.0,1.0,3.0,0,0.9915962272984631
20,3,Willow Shields,4.0,2.0,4.0,0,0.9713269021930596
20,3,Noah Galloway,5.0,7.0,5.0,0,0.912603805505536
20,3,Robert Herjavec,6.0,6.0,6.0,0,0.9108469557485417
20,3,Suzanne Somers,8.0,5.0,7.0,0,0.8496988702690137
20,3,Chris Soules,7.0,10.0,8.0,0,0.8431309997031788
20,3,Michael Sam,9.0,9.0,9.0,0,0.7885674996423218
20,3,Patti LaBelle,10.0,8.0,10.0,0,0.7772306784008567
20,3,Charlotte McKinney,10.0,11.0,11.0,1,0.6692637383260781
20,4,Willow Shields,1.0,5.0,1.0,0,1.0
20,4,Nastia Liukin,2.0,1.0,1.0,0,1.0
20,4,Rumer Willis,3.0,3.0,3.0,0,0.9738614243736682
20,4,Riker Lynch,4.0,2.0,4.0,0,0.9639679472206275
20,4,Robert Herjavec,4.0,4.0,5.0,0,0.9373828140024023
20,4,Noah Galloway,6.0,8.0,6.0,0,0.8573824383848693
20,4,Michael Sam,7.0,6.0,7.0,0,0.837003375368989
20,4,Patti LaBelle,7.0,7.0,8.0,0,0.833588158674351
20,4,Suzanne Somers,9.0,9.0,9.0,0,0.7844825110177422
20,4,Chris Soules,10.0,10.0,10.0,1,0.7547035025026959
20,5,Rumer Willis,1.0,4.0,1.0,0,1.0
20,5,Nastia Liukin,2.0,2.0,1.0,0,1.0
20,5,Riker Lynch,2.0,2.0,1.0,0,1.0
20,5,Willow Shields,4.0,1.0,4.0,0,0.9760837147511796
20,5,Noah Galloway,5.0,5.0,5.0,0,0.8116371490446519
20,5,Suzanne Somers,5.0,6.0,6.0,0,0.8046893206685352
20,5,Patti LaBelle,7.0,8.0,7.0,0,0.7629168143184761
20,5,Robert Herjavec,9.0,7.0,8.0,0,0.7462684561398896
20,5,Chris Soules,7.0,9.0,9.0,1,0.7256077230105069
20,6,Riker Lynch,1.0,2.0,1.0,0,0.9337301107084379
20,6,Willow Shields,2.0,1.0,2.0,0,0.9277985718522752
20,6,Nastia Liukin,2.0,3.0,3.0,0,0.9057145623459587
20,6,Rumer Willis,4.0,4.0,4.0,0,0.8841023191955792
20,6,Noah Galloway,6.0,5.0,5.0,0,0.7882829859711084
20,6,Patti LaBelle,6.0,6.0,6.0,0,0.7449999413067252
20,6,Chris Soules,5.0,8.0,7.0,0,0.730711545997305
20,6,Robert Herjavec,8.0,7.0,8.0,1,0.7195359041546462
20,7,Nastia Liukin,1.0,2.0,1.0,0,0.9270809637772823
20,7,Willow Shields,2.0,1.0,2.0,0,0.9190355285479775
20,7,Riker Lynch,4.0,3.0,3.0,0,0.8709581400238396
20,7,Rumer Willis,4.0,4.0,4.0,0,0.8641318004892433
20,7,Noah Galloway,3.0,5.0,5.0,0,0.8179677305815672
20,7,Robert Herjavec,6.0,6.0,6.0,0,0.6389932460784855
20,7,Chris Soules,6.0,7.0,7.0,1,0.6144523562035327
20,8,Riker Lynch,2.0,1.0,1.0,0,0.9092822278191324
20,8,Rumer Willis,1.0,3.0,2.0,0,0.883330851112822
20,8,Nastia Liukin,3.0,2.0,3.0,0,0.8687724396212718
20,8,Noah Galloway,5.0,4.0,4.0,0,0.7054480099181175
20,8,Chris Soules,4.0,5.0,6.0,1,0.6520349286459937
20,8,Robert Herjavec,6.0,6.0,6.0,1,0.6248586227866841
20,9,Riker Lynch,1.0,1.0,1.0,0,0.804345479799977
20,9,Nastia Liukin,1.0,2.0,2.0,0,0.7966981495654866
20,9,Rumer Willis,3.0,3.0,3.0,0,0.7823476377557637
20,9,Noah Galloway,4.0,4.0,4.0,1,0.6289200520294371
20,10,Riker Lynch,1.0,1.0,1.0,0,0.3175188936984823
20,10,Rumer Willis,1.0,2.0,3.0,1,0.299248763689017
20,10,Noah Galloway,3.0,3.0,3.0,1,0.10022625207761537
21,1,Bindi Irwin,1.0,12.0,1.0,0,1.0
21,1,Nick Carter,1.0,12.0,1.0,0,1.0
21,1,Carlos PenaVega,3.0,9.0,1.0,0,1.0
21,1,Tamar Braxton,3.0,9.0,1.0,0,1.0
21,1,Alek Skarlatos,5.0,4.0,1.0,0,1.0
21,1,Alexa PenaVega,5.0,4.0,1.0,0,1.0
21,1,Andy Grammer,7.0,7.0,7.0,0,0.9700935437804765
21,1,Hayes Grier,7.0,7.0,7.0,0,0.9700935437804765
21,1,Gary Busey,9.0,1.0,9.0,0,0.8631192005136417
21,1,Paula Deen,9.0,1.0,9.0,0,0.8631192005136417
21,1,Victor Espinoza,9.0,1.0,9.0,0,0.8631192005136417
21,1,Chaka Khan,12.0,6.0,12.0,0,0.7804858717280168
21,1,Kim Zolciak-Biermann,13.0,11.0,13.0,0,0.7329996690836778
21,2,Tamar Braxton,1.0,7.0,1.0,0,1.0
21,2,Bindi Irwin,2.0,6.0,1.0,0,1.0
21,2,Alexa PenaVega,3.0,4.0,1.0,0,1.0
21,2,Alek Skarlatos,4.0,1.0,1.0,0,1.0
21,2,Hayes Grier,4.0,1.0,1.0,0,1.0
21,2,Nick Carter,4.0,1.0,1.0,0,1.0
21,2,Carlos PenaVega,4.0,5.0,7.0,0,0.9766569342824094
21,2,Andy Grammer,8.0,8.0,8.0,0,0.9362291649028948
21,2,Victor Espinoza,9.0,9.0,9.0,0,0.8574210812821278
21,2,Paula Deen,9.0,10.0,10.0,0,0.8552191834465563
21,2,Kim Zolciak-Biermann,9.0,11.0,13.0,1,0.8490276814036386
21,2,Gary Busey,12.0,12.0,13.0,1,0.7976823790583841
21,2,Chaka Khan,13.0,13.0,13.0,1,0.6794897398855105
21,3,Alexa PenaVega,1.0,6.0,1.0,0,1.0
21,3,Nick Carter,1.0,6.0,1.0,0,1.0
21,3,Tamar Braxton,3.0,1.0,3.0,0,0.9836519992041795
21,3,Alek Skarlatos,3.0,3.0,4.0,0,0.9703022385701301
21,3,Bindi Irwin,5.0,2.0,5.0,0,0.9598762256397602
21,3,Carlos PenaVega,6.0,5.0,6.0,0,0.9270206101400249
21,3,Hayes Grier,7.0,4.0,7.0,0,0.9124717460404664
21,3,Andy Grammer,8.0,8.0,8.0,0,0.8197353665226808
21,3,Gary Busey,9.0,10.0,9.0,0,0.7285793614240383
21,3,Paula Deen,10.0,9.0,10.0,0,0.6867053095478565
21,4,Bindi Irwin,1.0,7.0,1.0,0,1.0
21,4,Hayes Grier,2.0,4.0,1.0,0,1.0
21,4,Nick Carter,2.0,4.0,1.0,0,1.0
21,4,Tamar Braxton,2.0,4.0,1.0,0,1.0
21,4,Carlos PenaVega,5.0,1.0,5.0,0,0.975555008750838
21,4,Alek Skarlatos,6.0,3.0,6.0,0,0.9465151338445466
21,4,Alexa PenaVega,8.0,2.0,7.0,0,0.890027912120245
21,4,Andy Grammer,7.0,8.0,8.0,0,0.876696422346286
21,4,Paula Deen,9.0,9.0,9.0,0,0.7208004986662067
21,4,Gary Busey,10.0,10.0,10.0,1,0.6741520185556984
21,5,Carlos PenaVega,2.0,4.0,1.0,0,1.0
21,5,Alexa PenaVega,1.0,6.0,2.0,0,0.9883458389163576
21,5,Bindi Irwin,3.0,2.0,3.0,0,0.9866784031228665
21,5,Nick Carter,5.0,1.0,4.0,0,0.9654445969681136
21,5,Hayes Grier,6.0,3.0,5.0,0,0.8927480073978632
21,5,Andy Grammer,4.0,8.0,6.0,0,0.881952633678817
21,5,Tamar Braxton,7.0,5.0,7.0,0,0.8587509604674506
21,5,Alek Skarlatos,7.0,7.0,8.0,0,0.8356927763277223
21,5,Paula Deen,9.0,9.0,9.0,0,0.6621505059321537
21,6,Bindi Irwin,1.0,3.0,1.0,0,1.0
21,6,Nick Carter,4.0,1.0,1.0,0,1.0
21,6,Carlos PenaVega,5.0,2.0,3.0,0,0.9867895776699488
21,6,Tamar Braxton,1.0,5.0,4.0,0,0.9692146892368234
21,6,Andy Grammer,1.0,6.0,5.0,0,0.9658500043452086
21,6,Hayes Grier,6.0,4.0,6.0,0,0.8902271308881051
21,6,Alexa PenaVega,7.0,7.0,7.0,0,0.8259746663808658
21,6,Alek Skarlatos,7.0,8.0,8.0,0,0.8099545943897508
21,6,Paula Deen,9.0,9.0,9.0,1,0.589722192356481
21,7,Bindi Irwin,1.0,2.0,1.0,0,0.9199892226453458
21,7,Carlos PenaVega,2.0,1.0,2.0,0,0.908300086006983
21,7,Hayes Grier,2.0,3.0,3.0,0,0.8772500594048247
21,7,Andy Grammer,2.0,4.0,4.0,0,0.8728698294574995
21,7,Nick Carter,6.0,5.0,5.0,0,0.8498623651099058
21,7,Tamar Braxton,6.0,6.0,6.0,0,0.8087823770378848
21,7,Alexa PenaVega,5.0,7.0,7.0,0,0.7954980720606569
21,7,Alek Skarlatos,8.0,8.0,8.0,1,0.7153915768215563
21,8,Nick Carter,1.0,3.0,1.0,0,0.9138400747198764
21,8,Bindi Irwin,3.0,1.0,2.0,0,0.8765271637172267
21,8,Carlos PenaVega,2.0,2.0,3.0,0,0.8644647920127775
21,8,Tamar Braxton,3.0,4.0,4.0,0,0.832561115347854
21,8,Alexa PenaVega,5.0,5.0,5.0,0,0.775284271463472
21,8,Andy Grammer,7.0,6.0,6.0,0,0.7263530141395733
21,8,Alek Skarlatos,6.0,7.0,7.0,1,0.6458619866308044
21,9,Bindi Irwin,1.0,1.0,1.0,0,0.9029751363662095
21,9,Nick Carter,3.0,2.0,2.0,0,0.8546603037265281
21,9,Carlos PenaVega,4.0,3.0,3.0,0,0.8364657070646448
21,9,Alexa PenaVega,1.0,4.0,4.0,0,0.8195681518565257
21,9,Alek Skarlatos,5.0,6.0,6.0,1,0.6078787592470978
