season,week,celebrity_name,judge_rank,audience_share_rank,judge_share,audience_share,rank_diff_share,rank_direction_share,survival_prob
19,3,Antonio Sabato Jr.,8.0,6.0,0.08215297450422603,0.09291236247568417,2.0,2.0,0.8781401682293964
19,4,Antonio Sabato Jr.,6.0,4.0,0.09062499999997169,0.10659763512801804,2.0,2.0,0.8808338199506301
19,4,Janel Parrish,4.0,2.0,0.11249999999996485,0.11140447625965116,2.0,2.0,1.0
19,4,Jonathan Bennett,10.0,8.0,0.07499999999997657,0.09704012029348873,2.0,2.0,0.7683639164664717
19,5,Antonio Sabato Jr.,6.0,4.0,0.10606060606056589,0.11920546369418268,2.0,2.0,0.8799153405764625
19,8,Bethany Mota,3.0,1.0,0.16129032258058013,0.17287310954416704,2.0,2.0,0.935958208050068
19,11,Janel Parrish,3.0,1.0,0.24946620355251328,0.33743370198488387,2.0,2.0,0.3310973511891194
20,3,Patti LaBelle,10.0,8.0,0.07028753993607978,0.08973087097375082,2.0,2.0,0.7772306784008567
20,3,Rumer Willis,3.0,1.0,0.10543130990411967,0.09872127563548391,2.0,2.0,0.9915962272984631
20,3,Willow Shields,4.0,2.0,0.10223642172520696,0.097743058861523,2.0,2.0,0.9713269021930596
20,4,Riker Lynch,4.0,2.0,0.10461538461535243,0.1109801930968215,2.0,2.0,0.9639679472206275
20,5,Robert Herjavec,9.0,7.0,0.0848056537102174,0.10588019899505194,2.0,2.0,0.7462684561398896
21,1,Kim Zolciak-Biermann,13.0,11.0,0.0479999999999808,0.07373010531256681,2.0,2.0,0.7329996690836778
21,3,Tamar Braxton,3.0,1.0,0.10819672131143994,0.11067610426804508,2.0,2.0,0.9836519992041795
21,5,Tamar Braxton,7.0,5.0,0.0963455149501341,0.11643349840017275,2.0,2.0,0.8587509604674506
21,6,Hayes Grier,6.0,4.0,0.10223642172520696,0.1192755759783325,2.0,2.0,0.8902271308881051
21,8,Bindi Irwin,3.0,1.0,0.1443303432896471,0.16677663043472465,2.0,2.0,0.8765271637172267
22,1,Geraldo Rivera,12.0,10.0,0.05485232067508234,0.07996989838344763,2.0,2.0,0.7543667628922217
22,3,Antonio Brown,8.0,6.0,0.08438818565397284,0.09403279469796465,2.0,2.0,0.8974633023943193
22,3,Ginger Zee,6.0,4.0,0.08860759493667147,0.09556322593823074,2.0,2.0,0.9263851862099339
22,3,Jodie Sweetin,3.0,1.0,0.09704641350206876,0.10175946510698418,2.0,2.0,1.0
22,5,Paige VanZant,4.0,2.0,0.11231884057966945,0.12232236759766789,2.0,2.0,0.9149974179520712
22,5,Wanya Morris,5.0,3.0,0.10869565217387367,0.12150745422901947,2.0,2.0,0.897690774776289
22,7,Jodie Sweetin,8.0,6.0,0.11915887850461722,0.11510734508721635,2.0,2.0,0.7983683635417265
22,8,Wanya Morris,6.0,4.0,0.14792899408275273,0.16867314956071905,2.0,2.0,0.7936040480848126
23,1,Babyface,5.0,3.0,0.07878787878785491,0.08339972261025659,2.0,2.0,0.9661818202981027
23,1,Calvin Johnson Jr.,5.0,3.0,0.07878787878785491,0.08339972261025659,2.0,2.0,0.9661818202981027
23,1,Jana Kramer,3.0,1.0,0.08181818181815703,0.0860462904693326,2.0,2.0,1.0
23,1,Vanilla Ice,7.0,5.0,0.0757575757575528,0.08275047663324564,2.0,2.0,0.9442620599271785
23,2,James Hinchcliffe,4.0,2.0,0.08238636363634023,0.08799455121274949,2.0,2.0,1.0
23,2,Vanilla Ice,8.0,6.0,0.07386363636361538,0.0800654297822505,2.0,2.0,0.9034407772853835
23,3,Terra Jole,3.0,1.0,0.0923076923076639,0.09680910763176202,2.0,2.0,1.0
23,3,Vanilla Ice,11.0,9.0,0.07076923076920899,0.07727117712195743,2.0,2.0,0.7827988202981226
23,4,Marilu Henner,10.0,8.0,0.0804597701149117,0.08835141931034383,2.0,2.0,0.8599971188780839
23,7,Laurie Hernandez,3.0,1.0,0.12522686025403804,0.14181009644933606,2.0,2.0,0.8861458463836298
23,8,Calvin Johnson Jr.,3.0,1.0,0.1492538798545326,0.16191281981467506,2.0,2.0,0.932859402749835
23,10,Calvin Johnson Jr.,5.0,3.0,0.1911262798633508,0.19871574232670475,2.0,2.0,0.7671724716727886
23,10,Jana Kramer,4.0,2.0,0.19795221842989902,0.20182349693130072,2.0,2.0,0.7867210465037126
24,1,David Ross,3.0,1.0,0.09271523178804877,0.08877008328119317,2.0,2.0,0.998718832659171
24,1,Heather Morris,3.0,1.0,0.09271523178804877,0.08877008328119317,2.0,2.0,0.998718832659171
24,1,Nancy Kerrigan,3.0,1.0,0.09271523178804877,0.08877008328119317,2.0,2.0,0.998718832659171
24,2,Simone Biles,4.0,2.0,0.08841463414631451,0.09248382490432822,2.0,2.0,0.9812834321681922
24,3,Simone Biles,4.0,2.0,0.10158730158726934,0.10036977766263509,2.0,2.0,0.9758844392367185
24,4,Nancy Kerrigan,4.0,2.0,0.10122699386499963,0.1108357388684111,2.0,2.0,0.9438099306272565
24,5,David Ross,9.0,7.0,0.09539473684207389,0.10673412982111258,2.0,2.0,0.8080126413169795
24,5,Heather Morris,4.0,2.0,0.1118421052631211,0.12164068380199672,2.0,2.0,0.9333503334234736
24,9,Normani,3.0,1.0,0.2508250825080853,0.29652360802966904,2.0,2.0,0.8460903942439857
25,2,Sasha Pieterse,4.0,2.0,0.08226691042044525,0.08432248792448038,2.0,2.0,0.9860669954571054
25,5,Lindsey Stirling,3.0,1.0,0.10727969348654894,0.11102237329445241,2.0,2.0,0.9981173868001683
26,1,Arike Ogunbowale,7.0,5.0,0.0952380952380499,0.10162763105539274,2.0,2.0,0.8921136102358866
26,1,Mirai Nagasu,3.0,1.0,0.10952380952375737,0.1076353122724159,2.0,2.0,0.9840748401911021
26,1,Tonya Harding,3.0,1.0,0.10952380952375737,0.1076353122724159,2.0,2.0,0.9840748401911021
26,3,Mirai Nagasu,3.0,1.0,0.16587677725110622,0.1812543218998523,2.0,2.0,0.9338762371073381
27,1,Mary Lou Retton,5.0,3.0,0.07843137254898885,0.08127120660125166,2.0,2.0,0.9644976917557623
27,2,Alexis Ren,4.0,2.0,0.09057301293896837,0.08947940991054534,2.0,2.0,0.9929688224729394
27,4,Juan Pablo Di Pace,5.0,3.0,0.10344827586202437,0.11058377471794699,2.0,2.0,0.9741154248940797
27,5,DeMarcus Ware,4.0,2.0,0.11711711711706436,0.12794628549120127,2.0,2.0,0.9849711021461989
27,6,John Schneider,9.0,7.0,0.08296943231437426,0.09474774292711807,2.0,2.0,0.6997171661414003
27,6,Mary Lou Retton,6.0,4.0,0.1048034934497359,0.1239474553803506,2.0,2.0,0.9006499537819559
28,2,Mary Wilson,10.0,8.0,0.06849315068490024,0.08241327942815271,2.0,2.0,0.82521292056295
28,3,Hannah Brown,5.0,3.0,0.1060606060605525,0.10617421251092829,2.0,2.0,0.9382605709339529
28,5,Hannah Brown,4.0,2.0,0.11627906976738778,0.12642377303688632,2.0,2.0,0.9654035532254353
28,6,Kel Mitchell,4.0,2.0,0.11403508771924824,0.1301375457274247,2.0,2.0,0.935327223944977
28,7,Kel Mitchell,5.0,3.0,0.12623762376231376,0.14464243276335267,2.0,2.0,0.8913028201630944
28,8,Ally Brooke,3.0,1.0,0.15544105882296122,0.1696796558292484,2.0,2.0,0.9391371059974694
28,10,James Van Der Beek,5.0,3.0,0.1854545454544106,0.19110512053292514,2.0,2.0,0.7433958414029183
29,1,Carole Baskin,15.0,13.0,0.04230769230767604,0.06307594494731984,2.0,2.0,0.7202877063578834
29,3,Veron Davis,4.0,2.0,0.07829181494659136,0.0769186702934809,2.0,2.0,1.0
29,4,Chrishell Stause,8.0,6.0,0.07308970099665346,0.08151269782169301,2.0,2.0,0.9280551904114931
29,4,Johnny Weir,3.0,1.0,0.0797342192690765,0.08640086525729336,2.0,2.0,0.9972841862908475
29,5,AJ McLean,5.0,3.0,0.0836236933797618,0.08992823259816722,2.0,2.0,0.9528079082430712
29,5,Nev Schulman,3.0,1.0,0.09059233449474195,0.09155553022848618,2.0,2.0,1.0
29,8,AJ McLean,5.0,3.0,0.12162184076001867,0.13930771351513305,2.0,2.0,0.8791631189324133
29,9,AJ McLean,6.0,4.0,0.12953317941207557,0.15307372666729155,2.0,2.0,0.804767320012935
29,9,Justina Machado,5.0,3.0,0.1347145480395076,0.15910350819931177,2.0,2.0,0.8366928217398898
29,9,Nev Schulman,3.0,1.0,0.1502586539218037,0.17045721804787356,2.0,2.0,0.9132885545912824
30,1,Brian Austin Green,9.0,7.0,0.06557377049178537,0.06611893025179219,2.0,2.0,0.9251984628773279
30,1,Cody Rigsby,9.0,7.0,0.06557377049178537,0.06611893025179219,2.0,2.0,0.9251984628773279
30,1,Matt James,9.0,7.0,0.06557377049178537,0.06611893025179219,2.0,2.0,0.9251984628773279
30,1,"Mike ""The Miz"" Mizanin",9.0,7.0,0.06557377049178537,0.06611893025179219,2.0,2.0,0.9251984628773279
30,2,Cody Rigsby,10.0,8.0,0.06233766233764615,0.06701704463508976,2.0,2.0,0.9085526335213947
30,3,Cody Rigsby,14.0,12.0,0.060402684563738124,0.06349476314820875,2.0,2.0,0.7867274943945668
30,3,Jimmie Allen,10.0,8.0,0.06711409395970902,0.0752272256146667,2.0,2.0,0.9038429101291259
30,4,Amanda Kloots,4.0,2.0,0.08153477218223465,0.08881332139331065,2.0,2.0,0.975581490810302
30,5,Olivia Jade,3.0,1.0,0.09350649350646922,0.10692803614687196,2.0,2.0,0.9776098510870732
30,6,Amanda Kloots,3.0,1.0,0.10439560439557571,0.11612679762361068,2.0,2.0,0.9741483442071575
30,6,Melora Hardin,8.0,6.0,0.09340659340656775,0.10669027536038739,2.0,2.0,0.8839194186420039
30,8,Jimmie Allen,8.0,6.0,0.10389610389607017,0.11279680623824316,2.0,2.0,0.7397214512364683
30,10,Amanda Kloots,3.0,1.0,0.2484076433119437,0.43098397995752985,2.0,2.0,0.30242663804541825
31,1,Heidi D'Amelio,8.0,6.0,0.0628272251308736,0.06481423767413981,2.0,2.0,0.9413628617113934
31,2,Vinny Guadagnino,9.0,7.0,0.06553398058250837,0.06784636895542011,2.0,2.0,0.9173684513782843
31,4,Trevor Donovan,11.0,9.0,0.06829268292681262,0.07431812225133837,2.0,2.0,0.8371232223848647
31,5,Selma Blair,4.0,2.0,0.089186176142678,0.09113175182411941,2.0,2.0,0.9919205980099336
31,6,Jordin Sparks,5.0,3.0,0.0985507246376526,0.11081133827408102,2.0,2.0,0.9216745433476635
31,7,Wayne Brady,3.0,1.0,0.1167434715821454,0.12563069841162977,2.0,2.0,0.945755801715948
31,8,Trevor Donovan,5.0,3.0,0.1242038216560114,0.1379427244129798,2.0,2.0,0.9007634665422994
32,2,Alyson Hannigan,6.0,4.0,0.07983193277307571,0.08159882300274965,2.0,2.0,0.9464178857357307
32,2,Jamie Lynn Spears,9.0,7.0,0.06722689075627428,0.0780855204442929,2.0,2.0,0.8519210872710529
32,3,Adrian Peterson,11.0,9.0,0.06811145510833805,0.07759752564529161,2.0,2.0,0.7654335391382043
32,3,Tyson Beckford,12.0,10.0,0.06191950464394368,0.07704706240298191,2.0,2.0,0.7300145172000425
32,5,Mira Sorvino,8.0,6.0,0.09166666666662848,0.09962415940878135,2.0,2.0,0.8246244933213911
32,8,Jason Mraz,6.0,4.0,0.1304347826086441,0.15977521871174935,2.0,2.0,0.7854989509037283
32,9,Ariana Madix,4.0,2.0,0.16742081447956225,0.20872452400910324,2.0,2.0,0.8791133933613494
33,3,Jenn Tran,3.0,1.0,0.0974842767295291,0.10170417903705373,2.0,2.0,0.9652801640362624
33,4,Chandler Kinney,4.0,2.0,0.10884353741492897,0.11666421227990682,2.0,2.0,0.9014020079643825
33,4,Stephen Nedoroscik,3.0,1.0,0.1122448979591455,0.11681652478939042,2.0,2.0,0.9156067882019863
33,5,Stephen Nedoroscik,6.0,4.0,0.11881188118806,0.12649514679889512,2.0,2.0,0.8484710461629936
33,6,Stephen Nedoroscik,5.0,3.0,0.1359223300970214,0.1467435539726236,2.0,2.0,0.9098883113299533
33,8,Stephen Nedoroscik,5.0,3.0,0.1892857142855791,0.1941805763284505,2.0,2.0,0.7803606321314382
34,1,Andy Richter,13.0,11.0,0.054878048780454346,0.06637102980880709,2.0,2.0,0.7771837951546297
34,1,Corey Feldman,13.0,11.0,0.054878048780454346,0.06637102980880709,2.0,2.0,0.7771837951546297
34,3,Lauren Jauregui,11.0,9.0,0.07003891050580932,0.08023687639454564,2.0,2.0,0.8164263156481759
34,4,Dylan Efron,5.0,3.0,0.09274193548383358,0.10223501934691978,2.0,2.0,0.9673600303503979
34,7,Dylan Efron,4.0,2.0,0.11445783132526674,0.13332028451510294,2.0,2.0,0.9772363169053286
34,7,Elaine Hendrix,8.0,6.0,0.09638554216864567,0.11057435587020768,2.0,2.0,0.8162493601206844
1,1,Trista Sutter,4.0,6.0,0.16513761467874757,0.1565668259967716,2.0,-2.0,0.8583156500862922
1,3,Rachel Hunter,1.0,3.0,0.24528301886769313,0.20652326001642612,2.0,-2.0,0.9694365049239281
2,1,Jerry Rice,5.0,7.0,0.10769230769225248,0.0983509225968307,2.0,-2.0,0.9448826992977069
2,5,George Hamilton,4.0,6.0,0.15894039735088814,0.14336068275739114,2.0,-2.0,0.7730214569087391
3,1,Joey Lawrence,5.0,7.0,0.09905660377353818,0.0919007144438826,2.0,-2.0,0.9671895458047195
3,1,Vivica A. Fox,3.0,5.0,0.10377358490561144,0.0936616738248947,2.0,-2.0,1.0
3,1,Willa Ford,3.0,5.0,0.10377358490561144,0.0936616738248947,2.0,-2.0,1.0
3,2,Monique Coleman,2.0,4.0,0.11304347826082042,0.10434074839401108,2.0,-2.0,1.0
3,4,Emmitt Smith,4.0,6.0,0.12121212121206,0.12163640017277111,2.0,-2.0,0.8755211775500145
3,4,Joey Lawrence,3.0,5.0,0.1363636363635675,0.12955290942723066,2.0,-2.0,0.9586863694835775
3,5,Mario Lopez,1.0,3.0,0.14917127071814965,0.1606380391552291,2.0,-2.0,0.908668198610092
3,6,Emmitt Smith,2.0,4.0,0.21186440677948146,0.2128132244390102,2.0,-2.0,0.8519808901505883
3,7,Emmitt Smith,1.0,3.0,0.21111111111095476,0.22927357613755042,2.0,-2.0,0.8828908109622902
3,9,Emmitt Smith,1.0,3.0,0.33333333333295667,0.312123889166154,2.0,-2.0,0.8022025479597723
4,2,Leeza Gibbons,6.0,8.0,0.08571428571425073,0.08966171624455713,2.0,-2.0,0.8886520028187566
4,3,Shandi Finnessey,6.0,8.0,0.09633027522931362,0.09228469121417104,2.0,-2.0,0.8501478527277395
4,4,Apolo Anton Ohno,2.0,4.0,0.13684210526308588,0.11895708882612026,2.0,-2.0,1.0
4,5,Laila Ali,2.0,4.0,0.15909090909081872,0.13301225698491764,2.0,-2.0,1.0
4,6,Laila Ali,1.0,3.0,0.1647058823528443,0.15721229481659746,2.0,-2.0,0.9758654667047022
4,7,Joey Fatone,1.0,3.0,0.19093851132673728,0.18747363333201458,2.0,-2.0,0.9478241599460855
4,9,Joey Fatone,1.0,3.0,0.25316455696181167,0.26280032073538234,2.0,-2.0,0.8339923656117052
5,5,Mel B,1.0,3.0,0.14572864321600718,0.13406507658835815,2.0,-2.0,1.0
5,5,Sabrina Bryan,2.0,4.0,0.140703517587869,0.13366727021639474,2.0,-2.0,0.9806181067825475
6,2,Marlee Matlin,4.0,6.0,0.09338521400774577,0.0856469696526629,2.0,-2.0,0.9907179041316581
6,3,Shannon Elizabeth,4.0,6.0,0.10526315789469068,0.10176955779079443,2.0,-2.0,0.9390161228604879
6,6,Kristi Yamaguchi,1.0,3.0,0.1666666666665741,0.14728163469988745,2.0,-2.0,0.9705124243693002
6,6,Marissa Jaret Winokur,4.0,6.0,0.14444444444436422,0.1403089277391137,2.0,-2.0,0.880261764061374
6,7,Marissa Jaret Winokur,3.0,5.0,0.16828478964390403,0.1581543035474948,2.0,-2.0,0.8304826433636316
7,1,Rocco DiSpirito,11.0,13.0,0.06944444444441689,0.06843034117549604,2.0,-2.0,0.8275524814623256
7,4,Cody Linley,4.0,6.0,0.11330049261078164,0.11919864201800551,2.0,-2.0,0.9325380218876336
8,3,David Alan Grier,5.0,7.0,0.09448818897634076,0.07853844604890191,2.0,-2.0,0.9374526446652444
8,3,Lil' Kim,4.0,6.0,0.09842519685035496,0.0861458702962623,2.0,-2.0,1.0
8,7,Chuck Wicks,3.0,5.0,0.14835164835156686,0.14438474034636542,2.0,-2.0,0.8793865384780476
9,1,Louie Vito,7.0,9.0,0.06650223252109701,0.06361125079217317,2.0,-2.0,1.0
9,1,Natalie Coughlin,7.0,9.0,0.06650223252109701,0.06361125079217317,2.0,-2.0,1.0
9,2,Natalie Coughlin,4.0,6.0,0.07142857142854714,0.07628303175166448,2.0,-2.0,0.9428338681722583
9,4,Donny Osmond,4.0,6.0,0.09917355371896729,0.09273487314134636,2.0,-2.0,0.9437787778905764
9,4,Joanna Krupa,3.0,5.0,0.10743801652888123,0.09590246045154052,2.0,-2.0,1.0
9,7,Kelly Osbourne,3.0,5.0,0.14814814814806374,0.15558651051914046,2.0,-2.0,0.8621783738161111
9,8,Mya,1.0,3.0,0.2251908396944846,0.2057192011285052,2.0,-2.0,0.8582050994044945
9,10,Donny Osmond,1.0,3.0,0.35127769056297936,0.27109756096339804,2.0,-2.0,0.2888034342701713
10,2,Niecy Nash,5.0,7.0,0.09545454545450208,0.09146821924403126,2.0,-2.0,0.921594737295392
10,4,Chad Ochocinco,4.0,6.0,0.11859838274926222,0.11452878289878796,2.0,-2.0,0.9002844971474717
10,5,Evan Lysacek,2.0,4.0,0.1560693641617595,0.1315048834197138,2.0,-2.0,0.9796083416802944
10,8,Nicole Scherzinger,1.0,3.0,0.23320158102748365,0.21748037162955333,2.0,-2.0,0.8570865147967565
11,2,Rick Fox,5.0,7.0,0.09502262443434614,0.0927569235129385,2.0,-2.0,0.941368514181801
11,3,Rick Fox,2.0,4.0,0.10859728506782416,0.10605940043435,2.0,-2.0,0.962089022104951
11,3,The Situation,7.0,9.0,0.09049773755652014,0.08557226784810186,2.0,-2.0,0.7891439249864891
11,4,Brandy,2.0,4.0,0.1340782122904279,0.11714142566720032,2.0,-2.0,0.9723698236629575
11,5,Brandy,1.0,3.0,0.14835164835156686,0.13423488192276073,2.0,-2.0,0.9776555065397005
11,5,Rick Fox,3.0,5.0,0.13186813186805943,0.12841305285253873,2.0,-2.0,0.9004864217824153
12,2,Sugar Ray Leonard,9.0,11.0,0.07870370370366728,0.07438588332322735,2.0,-2.0,0.7513107951457014
12,3,Chelsea Kane,3.0,5.0,0.10747663551396848,0.10670420631258351,2.0,-2.0,0.9637584212136969
12,4,Romeo,4.0,6.0,0.11165048543683902,0.118079316805227,2.0,-2.0,0.9338260830444024
12,7,Ralph Macchio,1.0,3.0,0.17506631299725461,0.16510316773724334,2.0,-2.0,0.7987509323626248
13,2,Carson Kressley,9.0,11.0,0.08071748878920147,0.0740467291243039,2.0,-2.0,0.7731046500510929
13,2,Chynna Phillips,4.0,6.0,0.09417040358740172,0.09210357592634305,2.0,-2.0,0.9305075920458364
13,3,Carson Kressley,8.0,10.0,0.09704641350206876,0.0795251632980682,2.0,-2.0,0.8026531921827276
13,3,Hope Solo,4.0,6.0,0.10126582278476741,0.10567260345419041,2.0,-2.0,0.9406938048345309
13,4,Chaz Bono,6.0,8.0,0.10047846889947346,0.09270780403993913,2.0,-2.0,0.7659695502542163
13,4,David Arquette,5.0,7.0,0.1100478468898995,0.10889831150536045,2.0,-2.0,0.8681056263683362
13,6,J.R. Martinez,1.0,3.0,0.17469879518061768,0.15358730567850273,2.0,-2.0,0.9938934104835415
13,8,Hope Solo,2.0,4.0,0.20077220077204574,0.1962311158105728,2.0,-2.0,0.7942302195284879
14,1,William Levy,3.0,5.0,0.08888888888885597,0.08807419304036565,2.0,-2.0,1.0
14,2,Gavin DeGraw,8.0,10.0,0.07806691449811225,0.07341133705918089,2.0,-2.0,0.8455282719305376
14,2,Melissa Gilbert,10.0,12.0,0.07434944237915452,0.06695444706595478,2.0,-2.0,0.788736549513317
14,3,Gladys Knight,7.0,9.0,0.0857142857142551,0.08113386051132551,2.0,-2.0,0.8487235834640322
14,4,Gavin DeGraw,5.0,7.0,0.09871244635188897,0.0956640577817248,2.0,-2.0,0.8696325994557224
14,4,Katherine Jenkins,4.0,6.0,0.10300429184544936,0.10430141698483811,2.0,-2.0,0.9274773371174887
14,6,Melissa Gilbert,5.0,7.0,0.116279385254101,0.102190826765154,2.0,-2.0,0.806092339758945
14,7,William Levy,3.0,5.0,0.144414168937251,0.14885820394629373,2.0,-2.0,0.8619370436833403
14,9,Maria Menounos,1.0,3.0,0.2565217391302117,0.23661703669766723,2.0,-2.0,0.8129532993812397
14,10,Katherine Jenkins,1.0,3.0,0.3358213967479774,0.2619599104836224,2.0,-2.0,0.3052881314327165
15,1,Bristol Palin,11.0,13.0,0.07052441229653869,0.06470892320823145,2.0,-2.0,0.7986800838993121
15,1,Gilles Marini,2.0,4.0,0.086799276672663,0.08252175465261367,2.0,-2.0,1.0
15,2,Apolo Anton Ohno,4.0,6.0,0.08876811594199682,0.08830590184167676,2.0,-2.0,0.9651579803289589
15,2,Shawn Johnson,3.0,5.0,0.09057971014489472,0.08915038956809271,2.0,-2.0,0.9796351955781488
15,3,Apolo Anton Ohno,4.0,6.0,0.09172661870500298,0.09750316605507227,2.0,-2.0,0.9348913711198042
15,4,Kelly Monaco,3.0,5.0,0.11664074650074133,0.12025645769028488,2.0,-2.0,0.9147694713980143
15,4,Shawn Johnson,1.0,3.0,0.1228615863141142,0.12646702861606868,2.0,-2.0,0.9627728873497805
15,6,Sabrina Bryan,1.0,3.0,0.1327433628317997,0.14053106556767317,2.0,-2.0,0.944398616308492
15,7,Melissa Rycroft,1.0,3.0,0.16115707772701776,0.1649356705816033,2.0,-2.0,1.0
15,8,Apolo Anton Ohno,2.0,4.0,0.1469193195012847,0.14590246974324417,2.0,-2.0,0.8227806868482258
16,5,Sean Lowe,5.0,7.0,0.11483253588511252,0.10533492379480991,2.0,-2.0,0.8602865777376301
16,6,Sean Lowe,4.0,6.0,0.12201591511929867,0.1224932144893332,2.0,-2.0,0.827563444373221
16,7,Zendaya,2.0,4.0,0.16304347826078097,0.15350256362480436,2.0,-2.0,0.9516341141544058
16,10,Zendaya,1.0,3.0,0.25641047556428986,0.23560396507131323,2.0,-2.0,0.31945570108286947
17,2,Bill Engvall,8.0,10.0,0.07894736842102296,0.07861829385222875,2.0,-2.0,0.8704052995513365
17,5,"Nicole ""Snooki"" Polizzi",3.0,5.0,0.11489361702122772,0.1147544792232531,2.0,-2.0,0.9403131373434672
17,6,Brant Daugherty,3.0,5.0,0.134199598959592,0.12659078717425448,2.0,-2.0,0.930188872549813
17,6,Elizabeth Berkley Lauren,2.0,4.0,0.1385277524770049,0.13382767114648458,2.0,-2.0,0.9714391246888028
17,7,Amber Riley,1.0,3.0,0.1331828442437322,0.13957188646750318,2.0,-2.0,0.9164387772283288
17,7,Brant Daugherty,3.0,5.0,0.12866817155750399,0.12880063983607118,2.0,-2.0,0.8650790476585453
17,8,Leah Remini,3.0,5.0,0.14583333333325738,0.14332468927465317,2.0,-2.0,0.8107664474447969
17,9,Leah Remini,3.0,5.0,0.1714285714284626,0.1681547425182163,2.0,-2.0,0.7805687515470469
18,1,Amy Purdy,3.0,5.0,0.09160305343507955,0.08616818316265588,2.0,-2.0,1.0
18,1,Danica McKellar,3.0,5.0,0.09160305343507955,0.08616818316265588,2.0,-2.0,1.0
18,1,Meryl Davis,3.0,5.0,0.09160305343507955,0.08616818316265588,2.0,-2.0,1.0
18,4,Drew Carey,4.0,6.0,0.1111111111110737,0.10511699255165742,2.0,-2.0,0.8888463473248251
18,5,Candace Cameron Bure,7.0,9.0,0.10869565217387929,0.08760409682727745,2.0,-2.0,0.796205918926928
18,6,Charlie White,3.0,5.0,0.12765957446803985,0.13459823447940325,2.0,-2.0,0.8897115547083357
18,6,Meryl Davis,1.0,3.0,0.1418439716311554,0.1406587144775137,2.0,-2.0,0.9583924500700273
18,8,Candace Cameron Bure,4.0,6.0,0.15929203539815961,0.10016196202237482,2.0,-2.0,0.629870331556825
19,2,Bethany Mota,3.0,5.0,0.09116022099444995,0.08691376254008955,2.0,-2.0,0.9825586761727199
19,2,Betsey Johnson,8.0,10.0,0.07734806629832118,0.07884408988714064,2.0,-2.0,0.8618213349528254
19,6,Alfonso Ribeiro,1.0,3.0,0.13310580204773614,0.12995963567411087,2.0,-2.0,0.9942033614289639
19,6,Bethany Mota,2.0,4.0,0.12286689419791029,0.12664932787985123,2.0,-2.0,0.9429968028828472
19,6,Michael Waltrip,7.0,9.0,0.10238907849825857,0.054542753740980915,2.0,-2.0,0.593092564645552
19,8,Janel Parrish,1.0,3.0,0.17338709677412364,0.16735584724343014,2.0,-2.0,0.9543867599780098
19,9,Alfonso Ribeiro,1.0,3.0,0.17990654205599071,0.1827552238381368,2.0,-2.0,0.8884622799193069
20,2,Patti LaBelle,6.0,8.0,0.08069164265127358,0.08384521070588172,2.0,-2.0,0.9244272165636302
20,2,Suzanne Somers,6.0,8.0,0.08069164265127358,0.08384521070588172,2.0,-2.0,0.9244272165636302
20,3,Nastia Liukin,1.0,3.0,0.1086261980830324,0.09725657952268445,2.0,-2.0,1.0
20,3,Noah Galloway,5.0,7.0,0.09584664536738152,0.09204276096371222,2.0,-2.0,0.912603805505536
20,3,Riker Lynch,1.0,3.0,0.1086261980830324,0.09725657952268445,2.0,-2.0,1.0
20,4,Noah Galloway,6.0,8.0,0.09846153846150817,0.09329573174307491,2.0,-2.0,0.8573824383848693
20,5,Chris Soules,7.0,9.0,0.09540636042399456,0.09000028011288945,2.0,-2.0,0.7256077230105069
20,7,Noah Galloway,3.0,5.0,0.14960629921253954,0.13980560694256994,2.0,-2.0,0.8179677305815672
20,8,Rumer Willis,1.0,3.0,0.18912529550818483,0.19131517220809555,2.0,-2.0,0.883330851112822
21,2,Kim Zolciak-Biermann,9.0,11.0,0.06839186691309856,0.07368429342305996,2.0,-2.0,0.8490276814036386
21,4,Hayes Grier,2.0,4.0,0.11440677966096847,0.10576667973384735,2.0,-2.0,1.0
21,4,Nick Carter,2.0,4.0,0.11440677966096847,0.10576667973384735,2.0,-2.0,1.0
21,4,Tamar Braxton,2.0,4.0,0.11440677966096847,0.10576667973384735,2.0,-2.0,1.0
21,5,Carlos PenaVega,2.0,4.0,0.12956810631224933,0.11820921580465224,2.0,-2.0,1.0
21,6,Bindi Irwin,1.0,3.0,0.1277955271565087,0.12103085660273738,2.0,-2.0,1.0
21,7,Alexa PenaVega,5.0,7.0,0.12443438914021519,0.11134057300092476,2.0,-2.0,0.7954980720606569
21,7,Andy Grammer,2.0,4.0,0.1266968325791282,0.13201008101729006,2.0,-2.0,0.8728698294574995
21,8,Nick Carter,1.0,3.0,0.1701036188770841,0.15424687689975908,2.0,-2.0,0.9138400747198764
21,11,Nick Carter,1.0,3.0,0.2542375035908893,0.27323059553735485,2.0,-2.0,0.316385410480748
22,2,Doug Flutie,5.0,7.0,0.0847457627118285,0.08558900668306767,2.0,-2.0,0.9531227161054744
22,3,Doug Flutie,8.0,10.0,0.08438818565397284,0.08709864017367998,2.0,-2.0,0.8625842808445859
22,4,Antonio Brown,3.0,5.0,0.10971786833852361,0.10357685741508588,2.0,-2.0,0.9470645081021295
22,4,Paige VanZant,1.0,3.0,0.11285266457676714,0.10643607727649883,2.0,-2.0,0.9736789491715071
22,4,Von Miller,6.0,8.0,0.10031347962379301,0.09568968996648322,2.0,-2.0,0.8702870862774779
22,5,Doug Flutie,7.0,9.0,0.10144927536228208,0.07924864276497758,2.0,-2.0,0.7046423337163515
