season,week,celebrity_name,judge_rank,audience_rank,final_rank_alt,pred_eliminated_alt,judge_total_score
13,7,Hope Solo,3.0,6.0,4.0,0,25.0
13,7,David Arquette,5.0,5.0,5.0,0,23.5
13,7,Nancy Grace,6.0,4.0,6.0,1,22.0
13,8,Ricki Lake,2.0,1.0,1.0,0,26.0
13,8,J.R. Martinez,1.0,3.0,2.0,0,30.0
13,8,Hope Solo,2.0,4.0,3.0,0,26.0
13,8,Rob Kardashian,4.0,2.0,3.0,0,25.5
13,8,Nancy Grace,5.0,5.0,5.0,1,22.0
13,9,Ricki Lake,1.0,1.0,1.0,0,33.4999
13,9,Rob Kardashian,2.0,2.0,2.0,0,32.4998
13,9,J.R. Martinez,3.0,3.0,3.0,0,28.0
13,9,Hope Solo,4.0,4.0,4.0,1,24.4998
13,10,Rob Kardashian,1.0,3.0,1.0,0,28.333199999999998
13,10,J.R. Martinez,2.0,2.0,3.0,1,28.1665
13,10,Ricki Lake,3.0,1.0,3.0,1,27.999899999999997
14,1,Gladys Knight,4.0,1.0,1.0,0,23.0
14,1,Jack Wagner,4.0,1.0,1.0,0,23.0
14,1,Roshon Fegan,4.0,1.0,1.0,0,23.0
14,1,Sherri Sheperd,4.0,1.0,1.0,0,23.0
14,1,Jaleel White,1.0,6.0,5.0,0,26.0
14,1,Katherine Jenkins,1.0,6.0,5.0,0,26.0
14,1,William Levy,3.0,5.0,7.0,0,24.0
14,1,Donald Driver,8.0,8.0,8.0,0,21.0
14,1,Maria Menounos,8.0,8.0,8.0,0,21.0
14,1,Gavin DeGraw,10.0,10.0,10.0,0,20.0
14,1,Martina Navratilova,10.0,10.0,10.0,0,20.0
14,1,Melissa Gilbert,10.0,10.0,10.0,0,20.0
14,2,Maria Menounos,3.0,3.0,1.0,0,25.0
14,2,William Levy,3.0,3.0,1.0,0,25.0
14,2,Katherine Jenkins,1.0,6.0,3.0,0,26.0
14,2,Roshon Fegan,1.0,6.0,3.0,0,26.0
14,2,Sherri Sheperd,6.0,2.0,5.0,0,23.0
14,2,Jaleel White,7.0,1.0,5.0,0,22.0
14,2,Donald Driver,5.0,5.0,7.0,0,24.0
14,2,Jack Wagner,8.0,8.0,8.0,0,21.0
14,2,Gavin DeGraw,8.0,10.0,9.0,0,21.0
14,2,Gladys Knight,11.0,9.0,10.0,0,19.0
14,2,Melissa Gilbert,10.0,11.0,11.0,0,20.0
14,2,Martina Navratilova,12.0,12.0,12.0,1,17.0
14,3,Katherine Jenkins,1.0,3.0,1.0,0,29.0
14,3,Maria Menounos,3.0,2.0,2.0,0,27.0
14,3,Roshon Fegan,5.0,1.0,3.0,0,25.0
14,3,William Levy,2.0,5.0,4.0,0,28.0
14,3,Jaleel White,5.0,4.0,5.0,0,25.0
14,3,Donald Driver,4.0,6.0,6.0,0,26.0
14,3,Sherri Sheperd,7.0,7.0,7.0,0,24.0
14,3,Jack Wagner,7.0,8.0,8.0,0,24.0
14,3,Gladys Knight,7.0,9.0,9.0,0,24.0
14,3,Gavin DeGraw,7.0,10.0,10.0,0,24.0
14,3,Melissa Gilbert,7.0,11.0,11.0,1,24.0
14,4,Maria Menounos,2.0,1.0,1.0,0,26.0
14,4,Roshon Fegan,2.0,1.0,1.0,0,26.0
14,4,Donald Driver,1.0,3.0,3.0,0,27.0
14,4,Katherine Jenkins,4.0,5.0,4.0,0,24.0
14,4,Jaleel White,6.0,4.0,5.0,0,22.0
14,4,Gavin DeGraw,5.0,7.0,6.0,0,23.0
14,4,William Levy,6.0,6.0,6.0,0,22.0
14,4,Melissa Gilbert,6.0,9.0,8.0,0,22.0
14,4,Sherri Sheperd,9.0,8.0,9.0,0,21.0
14,4,Gladys Knight,10.0,10.0,10.0,1,20.0
14,5,Katherine Jenkins,1.0,3.0,1.0,0,29.0
14,5,William Levy,1.0,3.0,1.0,0,29.0
14,5,Donald Driver,3.0,1.0,1.0,0,27.0
14,5,Roshon Fegan,5.0,2.0,4.0,0,26.0
14,5,Maria Menounos,3.0,5.0,5.0,0,27.0
14,5,Jaleel White,6.0,6.0,6.0,0,24.0
14,5,Gladys Knight,7.0,8.0,7.0,0,22.0
14,5,Melissa Gilbert,8.0,9.0,9.0,0,21.0
14,5,Gavin DeGraw,9.0,7.0,9.0,1,19.0
14,6,Katherine Jenkins,1.0,5.0,1.0,0,38.9999
14,6,Jaleel White,2.0,4.0,1.0,0,36.9998
14,6,William Levy,3.0,3.0,1.0,0,36.0
14,6,Donald Driver,4.0,2.0,1.0,0,33.9999
14,6,Maria Menounos,6.0,1.0,5.0,0,29.999899999999997
14,6,Melissa Gilbert,5.0,7.0,6.0,0,30.0
14,6,Roshon Fegan,7.0,6.0,7.0,0,27.9998
14,6,Gladys Knight,8.0,8.0,8.0,1,24.0
14,7,Maria Menounos,1.0,1.0,1.0,0,28.5
14,7,Katherine Jenkins,2.0,4.0,2.0,0,27.0
14,7,Donald Driver,3.0,3.0,2.0,0,26.5
14,7,Roshon Fegan,5.0,2.0,4.0,0,26.0
14,7,William Levy,3.0,5.0,5.0,0,26.5
14,7,Jaleel White,6.0,6.0,6.0,0,25.5
14,7,Melissa Gilbert,7.0,7.0,7.0,1,23.5
14,8,Donald Driver,3.0,2.0,1.0,0,27.5
14,8,William Levy,1.0,5.0,2.0,0,28.5
14,8,Roshon Fegan,2.0,4.0,2.0,0,28.0
14,8,Maria Menounos,5.0,1.0,2.0,0,26.5
14,8,Katherine Jenkins,3.0,3.0,6.0,1,27.5
14,8,Melissa Gilbert,6.0,6.0,6.0,1,25.5
14,9,Donald Driver,3.0,1.0,1.0,0,28.5
14,9,Maria Menounos,1.0,4.0,2.0,0,29.5
14,9,William Levy,2.0,3.0,2.0,0,29.0
14,9,Katherine Jenkins,4.0,2.0,4.0,1,28.0
14,10,Donald Driver,2.0,1.0,1.0,0,29.666600000000003
14,10,Katherine Jenkins,1.0,3.0,3.0,1,30.0
14,10,William Levy,2.0,2.0,3.0,1,29.666600000000003
15,1,Emmitt Smith,1.0,3.0,1.0,0,24.5
15,1,Gilles Marini,2.0,2.0,1.0,0,24.0
15,1,Shawn Johnson,4.0,1.0,3.0,0,22.0
15,1,Sabrina Bryan,3.0,4.0,4.0,0,22.5
15,1,Apolo Anton Ohno,4.0,5.0,5.0,0,22.0
15,1,Drew Lachey,6.0,6.0,6.0,0,21.5
15,1,Helio Castroneves,6.0,6.0,6.0,0,21.5
15,1,Kelly Monaco,6.0,6.0,6.0,0,21.5
15,1,Melissa Rycroft,9.0,9.0,9.0,0,21.0
15,1,Joey Fatone,10.0,10.0,10.0,0,20.5
15,1,Bristol Palin,11.0,11.0,11.0,0,19.5
15,1,Kirstie Alley,12.0,12.0,12.0,0,19.0
15,1,Pamela Anderson,13.0,13.0,13.0,1,17.0
15,2,Sabrina Bryan,1.0,3.0,1.0,0,26.0
15,2,Gilles Marini,2.0,2.0,1.0,0,25.5
15,2,Shawn Johnson,3.0,5.0,3.0,0,25.0
15,2,Emmitt Smith,7.0,1.0,3.0,0,22.5
15,2,Melissa Rycroft,5.0,4.0,5.0,0,23.5
15,2,Apolo Anton Ohno,4.0,6.0,6.0,0,24.5
15,2,Helio Castroneves,6.0,7.0,7.0,0,23.0
15,2,Drew Lachey,7.0,9.0,8.0,0,22.5
15,2,Joey Fatone,7.0,10.0,9.0,0,22.5
15,2,Kelly Monaco,10.0,8.0,10.0,0,22.0
15,2,Kirstie Alley,11.0,11.0,11.0,0,21.0
15,2,Bristol Palin,12.0,12.0,12.0,1,18.0
15,3,Melissa Rycroft,1.0,1.0,1.0,0,27.0
15,3,Shawn Johnson,3.0,3.0,2.0,0,26.5
15,3,Kelly Monaco,1.0,6.0,3.0,0,27.0
15,3,Sabrina Bryan,4.0,4.0,4.0,0,25.5
15,3,Gilles Marini,4.0,5.0,5.0,0,25.5
15,3,Emmitt Smith,8.0,2.0,6.0,0,25.0
15,3,Apolo Anton Ohno,4.0,7.0,7.0,0,25.5
15,3,Helio Castroneves,4.0,8.0,8.0,0,25.5
15,3,Drew Lachey,9.0,9.0,9.0,0,24.0
15,3,Kirstie Alley,9.0,10.0,11.0,1,24.0
15,3,Bristol Palin,11.0,11.0,11.0,1,22.5
15,4,Gilles Marini,1.0,3.0,1.0,0,39.5
15,4,Shawn Johnson,1.0,4.0,2.0,0,39.5
15,4,Melissa Rycroft,4.0,1.0,2.0,0,37.0
15,4,Sabrina Bryan,6.0,2.0,4.0,0,35.5
15,4,Kelly Monaco,3.0,6.0,5.0,0,37.5
15,4,Emmitt Smith,5.0,5.0,6.0,0,36.0
15,4,Apolo Anton Ohno,7.0,7.0,7.0,0,34.5
15,4,Bristol Palin,8.0,8.0,8.0,0,32.0
15,4,Kirstie Alley,9.0,9.0,9.0,1,30.0
15,5,Melissa Rycroft,2.0,1.0,1.0,0,28.25
15,5,Sabrina Bryan,1.0,4.0,2.0,0,29.25
15,5,Shawn Johnson,2.0,3.0,2.0,0,28.25
15,5,Gilles Marini,2.0,5.0,4.0,0,28.25
15,5,Apolo Anton Ohno,2.0,6.0,5.0,0,28.25
15,5,Emmitt Smith,6.0,2.0,5.0,0,28.0
15,5,Kirstie Alley,7.0,8.0,7.0,0,26.25
15,5,Kelly Monaco,8.0,7.0,7.0,0,25.75
15,6,Melissa Rycroft,3.0,1.0,1.0,0,29.5
15,6,Sabrina Bryan,1.0,4.0,2.0,0,30.0
15,6,Shawn Johnson,4.0,2.0,3.0,0,28.0
15,6,Apolo Anton Ohno,1.0,6.0,4.0,0,30.0
15,6,Gilles Marini,5.0,3.0,5.0,0,27.5
15,6,Kirstie Alley,5.0,8.0,6.0,0,27.5
15,6,Kelly Monaco,7.0,7.0,8.0,0,27.0
15,6,Emmitt Smith,8.0,5.0,8.0,1,26.5
15,7,Melissa Rycroft,1.0,2.0,1.0,0,38.9999
15,7,Shawn Johnson,2.0,1.0,1.0,0,37.9998
15,7,Emmitt Smith,4.0,4.0,3.0,0,34.4999
15,7,Gilles Marini,5.0,3.0,3.0,0,33.4998
15,7,Kelly Monaco,3.0,6.0,5.0,0,36.0
15,7,Apolo Anton Ohno,6.0,5.0,6.0,0,33.0
15,7,Kirstie Alley,7.0,7.0,7.0,0,27.999899999999997
15,8,Melissa Rycroft,1.0,2.0,1.0,0,30.0
15,8,Gilles Marini,2.0,3.0,2.0,0,29.2777
15,8,Shawn Johnson,6.0,1.0,3.0,0,27.8333
15,8,Apolo Anton Ohno,2.0,6.0,4.0,0,29.2777
15,8,Emmitt Smith,4.0,4.0,4.0,0,29.0554
15,8,Kelly Monaco,5.0,5.0,7.0,1,28.3333
15,8,Kirstie Alley,7.0,7.0,7.0,1,25.5
15,9,Melissa Rycroft,2.0,1.0,1.0,0,28.7777
15,9,Shawn Johnson,1.0,4.0,2.0,0,29.5
15,9,Apolo Anton Ohno,3.0,3.0,3.0,0,28.611
15,9,Kelly Monaco,4.0,5.0,5.0,1,27.110999999999997
15,9,Emmitt Smith,5.0,2.0,5.0,1,27.0
15,10,Melissa Rycroft,1.0,2.0,1.0,0,29.333099999999998
15,10,Kelly Monaco,2.0,3.0,3.0,1,29.1109
15,10,Shawn Johnson,3.0,1.0,3.0,1,28.944300000000002
16,1,Alexandra Raisman,2.0,3.0,1.0,0,21.0
16,1,Dorothy Hamill,2.0,3.0,1.0,0,21.0
16,1,Kellie Pickler,2.0,3.0,1.0,0,21.0
16,1,Ingo Rademacher,5.0,1.0,4.0,0,20.0
16,1,Jacoby Jones,5.0,1.0,4.0,0,20.0
16,1,Zendaya,1.0,6.0,6.0,0,24.0
16,1,Sean Lowe,7.0,7.0,7.0,0,19.0
16,1,Lisa Vanderpump,8.0,8.0,8.0,0,18.0
16,1,Victor Ortiz,8.0,8.0,8.0,0,18.0
16,1,Wynonna Judd,8.0,8.0,8.0,0,18.0
16,1,Andy Dick,11.0,11.0,11.0,0,17.0
16,1,D. L. Hughley,12.0,12.0,12.0,0,12.0
16,2,Kellie Pickler,1.0,3.0,1.0,0,26.0
16,2,Zendaya,1.0,3.0,1.0,0,26.0
16,2,Alexandra Raisman,3.0,2.0,3.0,0,24.0
16,2,Jacoby Jones,4.0,1.0,3.0,0,23.0
16,2,Sean Lowe,5.0,5.0,5.0,0,20.0
16,2,Andy Dick,5.0,6.0,6.0,0,20.0
16,2,Ingo Rademacher,5.0,7.0,7.0,0,20.0
16,2,Lisa Vanderpump,8.0,9.0,8.0,0,18.0
16,2,Victor Ortiz,8.0,9.0,8.0,0,18.0
16,2,Wynonna Judd,8.0,9.0,8.0,0,18.0
16,2,D. L. Hughley,11.0,12.0,12.0,0,16.0
16,2,Dorothy Hamill,12.0,8.0,12.0,1,15.0
16,3,Kellie Pickler,3.0,1.0,1.0,0,25.0
16,3,Jacoby Jones,1.0,4.0,2.0,0,25.9998
16,3,Zendaya,1.0,4.0,2.0,0,25.9998
16,3,Alexandra Raisman,4.0,2.0,4.0,0,23.0
16,3,Victor Ortiz,4.0,3.0,5.0,0,23.0
16,3,Lisa Vanderpump,6.0,6.0,6.0,0,21.0
16,3,Sean Lowe,6.0,7.0,7.0,0,21.0
16,3,Ingo Rademacher,6.0,8.0,8.0,0,21.0
16,3,Andy Dick,9.0,9.0,9.0,0,18.0
16,3,D. L. Hughley,10.0,11.0,10.0,0,16.0
16,3,Wynonna Judd,11.0,10.0,11.0,1,15.0
16,4,Kellie Pickler,2.0,1.0,1.0,0,26.0
16,4,Zendaya,2.0,1.0,1.0,0,26.0
16,4,Alexandra Raisman,1.0,3.0,3.0,0,27.0
16,4,Jacoby Jones,4.0,4.0,4.0,0,24.0
16,4,Ingo Rademacher,5.0,5.0,5.0,0,23.0
16,4,Andy Dick,6.0,8.0,6.0,0,21.0
16,4,Sean Lowe,8.0,6.0,6.0,0,20.0
16,4,D. L. Hughley,6.0,10.0,8.0,0,21.0
16,4,Victor Ortiz,9.0,7.0,8.0,0,18.0
16,4,Lisa Vanderpump,9.0,9.0,10.0,1,18.0
16,5,Zendaya,1.0,3.0,1.0,0,29.0
16,5,Jacoby Jones,3.0,1.0,1.0,0,26.0
16,5,Kellie Pickler,2.0,4.0,3.0,0,27.0
16,5,Alexandra Raisman,4.0,2.0,3.0,0,25.0
16,5,Sean Lowe,5.0,5.0,5.0,0,24.0
16,5,Ingo Rademacher,6.0,6.0,6.0,0,21.0
16,5,Victor Ortiz,6.0,7.0,7.0,0,21.0
16,5,Andy Dick,8.0,8.0,8.0,0,18.0
16,5,D. L. Hughley,8.0,9.0,9.0,1,18.0
16,6,Kellie Pickler,1.0,1.0,1.0,0,27.0
16,6,Alexandra Raisman,2.0,2.0,2.0,0,26.0
16,6,Zendaya,3.0,4.0,3.0,0,25.5
16,6,Ingo Rademacher,4.0,5.0,4.0,0,23.0
16,6,Jacoby Jones,6.0,3.0,4.0,0,22.5
16,6,Sean Lowe,4.0,6.0,6.0,0,23.0
16,6,Andy Dick,7.0,8.0,7.0,0,21.5
16,6,Victor Ortiz,8.0,7.0,8.0,1,20.0
16,7,Alexandra Raisman,1.0,1.0,1.0,0,32.0
16,7,Zendaya,2.0,3.0,2.0,0,30.0
16,7,Kellie Pickler,3.0,2.0,2.0,0,29.0
16,7,Jacoby Jones,4.0,4.0,4.0,0,27.0
16,7,Ingo Rademacher,5.0,5.0,5.0,0,25.0
16,7,Sean Lowe,6.0,6.0,6.0,0,24.0
16,7,Andy Dick,7.0,7.0,7.0,1,17.0
16,8,Kellie Pickler,3.0,1.0,1.0,0,27.5
16,8,Zendaya,1.0,4.0,2.0,0,29.0
16,8,Alexandra Raisman,2.0,3.0,2.0,0,28.0
16,8,Jacoby Jones,4.0,2.0,4.0,0,26.0
16,8,Ingo Rademacher,5.0,5.0,5.0,0,24.0
16,8,Sean Lowe,6.0,6.0,6.0,1,21.0
16,9,Alexandra Raisman,1.0,3.0,1.0,0,29.5
16,9,Kellie Pickler,3.0,1.0,1.0,0,29.0
16,9,Jacoby Jones,1.0,4.0,3.0,0,29.5
16,9,Zendaya,4.0,2.0,4.0,0,27.5
16,9,Ingo Rademacher,5.0,5.0,5.0,1,25.5
16,10,Kellie Pickler,1.0,3.0,1.0,0,30.0
16,10,Zendaya,1.0,4.0,4.0,1,30.0
16,10,Alexandra Raisman,3.0,2.0,4.0,1,29.0
16,10,Jacoby Jones,4.0,1.0,4.0,1,27.999899999999997
17,1,Corbin Bleu,2.0,5.0,1.0,0,24.0
17,1,Elizabeth Berkley Lauren,2.0,5.0,1.0,0,24.0
17,1,Jack Osbourne,4.0,3.0,1.0,0,23.0
17,1,"Nicole ""Snooki"" Polizzi",4.0,3.0,1.0,0,23.0
17,1,Brant Daugherty,6.0,1.0,1.0,0,22.0
17,1,Christina Milian,6.0,1.0,1.0,0,22.0
17,1,Amber Riley,1.0,7.0,7.0,0,27.0
17,1,Leah Remini,8.0,8.0,8.0,0,21.0
17,1,Valerie Harper,8.0,8.0,8.0,0,21.0
17,1,Bill Engvall,10.0,10.0,10.0,0,18.0
17,1,Keyshawn Johnson,11.0,11.0,11.0,0,17.0
17,1,Bill Nye,12.0,12.0,12.0,0,14.0
17,2,Christina Milian,2.0,3.0,1.0,0,25.0
17,2,Elizabeth Berkley Lauren,2.0,3.0,1.0,0,25.0
17,2,Amber Riley,4.0,1.0,1.0,0,24.0
17,2,Leah Remini,4.0,1.0,1.0,0,24.0
17,2,Corbin Bleu,1.0,7.0,5.0,0,26.0
17,2,Jack Osbourne,4.0,8.0,6.0,0,24.0
17,2,Brant Daugherty,7.0,5.0,6.0,0,23.0
17,2,"Nicole ""Snooki"" Polizzi",9.0,6.0,8.0,0,20.0
17,2,Bill Engvall,8.0,9.0,9.0,0,21.0
17,2,Valerie Harper,10.0,10.0,10.0,0,19.0
17,2,Keyshawn Johnson,11.0,12.0,11.0,0,18.0
17,2,Bill Nye,12.0,11.0,12.0,1,17.0
17,3,Elizabeth Berkley Lauren,4.0,1.0,1.0,0,25.0
17,3,"Nicole ""Snooki"" Polizzi",4.0,1.0,1.0,0,25.0
17,3,Christina Milian,2.0,4.0,3.0,0,26.0
17,3,Corbin Bleu,2.0,4.0,3.0,0,26.0
17,3,Brant Daugherty,1.0,6.0,5.0,0,27.0
17,3,Amber Riley,6.0,3.0,6.0,0,24.0
17,3,Leah Remini,6.0,7.0,7.0,0,24.0
17,3,Bill Engvall,6.0,9.0,8.0,0,24.0
17,3,Jack Osbourne,9.0,8.0,9.0,0,22.0
17,3,Valerie Harper,10.0,10.0,10.0,0,16.0
17,3,Bill Nye,10.0,11.0,11.0,1,16.0
17,4,Amber Riley,1.0,1.0,1.0,0,27.0
17,4,Corbin Bleu,1.0,1.0,1.0,0,27.0
17,4,Elizabeth Berkley Lauren,1.0,1.0,1.0,0,27.0
17,4,Christina Milian,4.0,4.0,4.0,0,24.0
17,4,Leah Remini,4.0,5.0,5.0,0,24.0
17,4,"Nicole ""Snooki"" Polizzi",4.0,6.0,6.0,0,24.0
17,4,Jack Osbourne,4.0,7.0,7.0,0,24.0
17,4,Brant Daugherty,8.0,8.0,8.0,0,21.0
17,4,Bill Engvall,8.0,9.0,9.0,0,21.0
17,4,Valerie Harper,10.0,10.0,10.0,1,18.0
17,5,Christina Milian,1.0,1.0,1.0,0,28.0
17,5,Corbin Bleu,1.0,4.0,2.0,0,28.0
17,5,"Nicole ""Snooki"" Polizzi",3.0,5.0,3.0,0,27.0
17,5,Elizabeth Berkley Lauren,6.0,2.0,3.0,0,26.0
17,5,Brant Daugherty,3.0,6.0,5.0,0,27.0
17,5,Amber Riley,6.0,3.0,5.0,0,26.0
17,5,Jack Osbourne,3.0,7.0,7.0,0,27.0
17,5,Bill Engvall,8.0,9.0,8.0,0,24.0
17,5,Leah Remini,9.0,8.0,9.0,1,22.0
17,6,Amber Riley,1.0,2.0,1.0,0,31.999899999999997
17,6,Elizabeth Berkley Lauren,2.0,4.0,2.0,0,31.9998
17,6,"Nicole ""Snooki"" Polizzi",4.0,3.0,3.0,0,30.0
17,6,Corbin Bleu,6.0,1.0,3.0,0,26.999899999999997
17,6,Brant Daugherty,3.0,5.0,5.0,0,31.0
17,6,Leah Remini,5.0,6.0,6.0,0,27.999899999999997
17,6,Jack Osbourne,7.0,7.0,7.0,0,26.9998
17,6,Bill Engvall,8.0,8.0,8.0,0,23.9999
17,7,Corbin Bleu,1.0,1.0,1.0,0,29.5
17,7,Amber Riley,1.0,4.0,2.0,0,29.5
17,7,"Nicole ""Snooki"" Polizzi",5.0,2.0,3.0,0,27.0
17,7,Brant Daugherty,3.0,5.0,4.0,0,28.5
17,7,Elizabeth Berkley Lauren,5.0,3.0,4.0,0,27.0
17,7,Jack Osbourne,3.0,7.0,6.0,0,28.5
17,7,Leah Remini,7.0,6.0,7.0,0,26.5
17,7,Bill Engvall,8.0,8.0,8.0,1,25.0
17,8,Corbin Bleu,1.0,2.0,1.0,0,30.0
17,8,Amber Riley,3.0,1.0,2.0,0,28.0
17,8,Jack Osbourne,1.0,6.0,3.0,0,30.0
17,8,Leah Remini,3.0,5.0,4.0,0,28.0
17,8,Brant Daugherty,5.0,4.0,5.0,0,27.0
17,8,Elizabeth Berkley Lauren,6.0,3.0,5.0,0,25.0
17,8,Bill Engvall,7.0,7.0,7.0,1,24.0
17,9,Corbin Bleu,1.0,1.0,1.0,0,29.0
17,9,Elizabeth Berkley Lauren,2.0,3.0,2.0,0,28.0
17,9,Jack Osbourne,3.0,4.0,3.0,0,27.0
17,9,Amber Riley,5.0,2.0,3.0,0,25.5
17,9,Leah Remini,3.0,5.0,5.0,0,27.0
17,9,Bill Engvall,6.0,6.0,6.0,1,21.0
17,10,Corbin Bleu,2.0,1.0,1.0,0,37.5
17,10,Amber Riley,1.0,3.0,2.0,0,39.5
17,10,Jack Osbourne,3.0,2.0,3.0,0,35.5
17,10,Leah Remini,4.0,4.0,4.0,0,32.5
17,10,Bill Engvall,5.0,5.0,5.0,1,30.0
17,11,Jack Osbourne,3.0,1.0,1.0,0,27.999899999999997
17,11,Amber Riley,1.0,4.0,4.0,1,31.333199999999998
17,11,Corbin Bleu,2.0,2.0,4.0,1,29.6664
17,11,Bill Engvall,4.0,3.0,4.0,1,25.499899999999997
18,1,Amy Purdy,3.0,2.0,1.0,0,24.0
18,1,Danica McKellar,3.0,2.0,1.0,0,24.0
18,1,Meryl Davis,3.0,2.0,1.0,0,24.0
18,1,Charlie White,1.0,6.0,4.0,0,27.0
18,1,Candace Cameron Bure,2.0,5.0,4.0,0,25.0
18,1,Cody Simpson,6.0,1.0,4.0,0,22.0
18,1,Drew Carey,7.0,7.0,7.0,0,21.0
18,1,James Maslow,7.0,7.0,7.0,0,21.0
18,1,NeNe Leakes,7.0,7.0,7.0,0,21.0
18,1,Sean Avery,10.0,10.0,10.0,0,20.0
18,1,Diana Nyad,11.0,11.0,11.0,0,18.0
18,1,Billy Dee Williams,12.0,12.0,12.0,1,15.0
18,2,Charlie White,1.0,3.0,1.0,0,25.0
18,2,James Maslow,1.0,3.0,1.0,0,25.0
18,2,Meryl Davis,1.0,3.0,1.0,0,25.0
18,2,Amy Purdy,4.0,1.0,4.0,0,24.0
18,2,Danica McKellar,4.0,1.0,4.0,0,24.0
18,2,Cody Simpson,6.0,7.0,6.0,0,22.0
18,2,Candace Cameron Bure,7.0,6.0,6.0,0,21.0
18,2,Drew Carey,7.0,8.0,8.0,0,21.0
18,2,NeNe Leakes,7.0,8.0,8.0,0,21.0
18,2,Sean Avery,7.0,10.0,11.0,1,21.0
18,2,Billy Dee Williams,11.0,11.0,11.0,1,15.0
18,3,Meryl Davis,1.0,1.0,1.0,0,39.0
18,3,James Maslow,2.0,2.0,2.0,0,36.0
18,3,Amy Purdy,2.0,3.0,3.0,0,36.0
18,3,Danica McKellar,2.0,3.0,3.0,0,36.0
18,3,Charlie White,2.0,5.0,5.0,0,36.0
18,3,Cody Simpson,6.0,6.0,6.0,0,35.0
18,3,Candace Cameron Bure,7.0,7.0,7.0,0,32.0
18,3,NeNe Leakes,8.0,9.0,8.0,0,31.0
18,3,Drew Carey,9.0,8.0,8.0,0,30.0
18,4,Meryl Davis,1.0,2.0,1.0,0,39.0
18,4,James Maslow,2.0,1.0,1.0,0,35.0
18,4,Amy Purdy,3.0,4.0,3.0,0,34.0
18,4,Charlie White,4.0,3.0,3.0,0,33.0
18,4,Drew Carey,4.0,6.0,5.0,0,33.0
18,4,Danica McKellar,6.0,5.0,6.0,0,32.0
18,4,NeNe Leakes,6.0,8.0,7.0,0,32.0
18,4,Cody Simpson,8.0,7.0,8.0,0,31.0
18,4,Candace Cameron Bure,9.0,9.0,9.0,0,28.0
18,5,James Maslow,1.0,2.0,1.0,0,40.0
18,5,Danica McKellar,2.0,1.0,1.0,0,39.0
18,5,Charlie White,3.0,4.0,3.0,0,37.0
18,5,Amy Purdy,3.0,5.0,4.0,0,37.0
18,5,Meryl Davis,5.0,3.0,4.0,0,36.0
18,5,NeNe Leakes,5.0,6.0,6.0,0,36.0
18,5,Candace Cameron Bure,7.0,8.0,7.0,0,35.0
18,5,Cody Simpson,8.0,7.0,7.0,0,34.0
18,5,Drew Carey,9.0,9.0,9.0,1,28.0
18,6,Meryl Davis,1.0,3.0,1.0,0,40.0
18,6,Amy Purdy,2.0,2.0,1.0,0,38.0
18,6,James Maslow,5.0,1.0,3.0,0,35.0
18,6,Danica McKellar,3.0,4.0,4.0,0,36.0
18,6,Charlie White,3.0,5.0,5.0,0,36.0
18,6,NeNe Leakes,6.0,6.0,6.0,0,33.0
18,6,Drew Carey,7.0,7.0,7.0,0,32.0
18,6,Candace Cameron Bure,7.0,8.0,8.0,1,32.0
18,7,Meryl Davis,1.0,4.0,1.0,0,39.0
18,7,Charlie White,5.0,1.0,2.0,0,35.5
18,7,Amy Purdy,2.0,5.0,3.0,0,37.5
18,7,Danica McKellar,4.0,3.0,3.0,0,36.0
18,7,James Maslow,6.0,2.0,5.0,0,35.0
18,7,Candace Cameron Bure,3.0,7.0,6.0,0,37.0
18,7,NeNe Leakes,7.0,6.0,7.0,1,33.0
18,8,Amy Purdy,1.0,4.0,1.0,0,40.0
18,8,Meryl Davis,4.0,1.0,1.0,0,36.0
18,8,Charlie White,1.0,5.0,3.0,0,40.0
18,8,Danica McKellar,3.0,3.0,3.0,0,38.0
18,8,James Maslow,4.0,2.0,3.0,0,36.0
18,8,Candace Cameron Bure,4.0,6.0,6.0,1,36.0
18,9,Amy Purdy,2.0,1.0,1.0,0,39.0
18,9,Meryl Davis,1.0,4.0,2.0,0,40.0
18,9,Charlie White,3.0,2.0,2.0,0,38.0
18,9,James Maslow,3.0,3.0,4.0,0,38.0
18,9,Candace Cameron Bure,5.0,5.0,5.0,1,36.0
18,10,James Maslow,3.0,1.0,1.0,0,29.0
18,10,Meryl Davis,1.0,4.0,4.0,1,30.0
18,10,Amy Purdy,2.0,2.0,4.0,1,29.666600000000003
18,10,Candace Cameron Bure,4.0,3.0,4.0,1,25.9998
19,1,Bethany Mota,3.0,3.0,1.0,0,32.0
19,1,Lea Thompson,3.0,3.0,1.0,0,32.0
19,1,Randy Couture,5.0,2.0,3.0,0,31.0
19,1,Jonathan Bennett,6.0,1.0,3.0,0,30.0
19,1,Alfonso Ribeiro,1.0,8.0,5.0,0,36.0
19,1,Sadie Robertson,2.0,7.0,5.0,0,34.0
19,1,Janel Parrish,7.0,5.0,7.0,0,29.0
19,1,Tavis Smiley,7.0,5.0,7.0,0,29.0
19,1,Tommy Chong,9.0,9.0,9.0,0,27.0
19,1,Antonio Sabato Jr.,10.0,10.0,10.0,0,25.0
19,1,Michael Waltrip,10.0,10.0,10.0,0,25.0
19,1,Lolo Jones,12.0,12.0,12.0,0,22.0
19,1,Betsey Johnson,13.0,13.0,13.0,1,20.0
19,2,Lea Thompson,1.0,4.0,1.0,0,35.0
